Delivery Note – 001 SSS Cellular,
,
                                                                                         ,
                                                                                    Date:  15/10/2008,
,
To: SSS Cellular,
,
,
Model/Description                IMEI/Part Number               Quantity,
357149021185164,C902
357149021235274,C902
357149021221845,C902
351596028340588,W880
351829028259387,K850
353797028745788,C902
353797028748527,C902
353797028761629,C902
353797028730624,C902
354799020031414,W760
354799026403559,W760
352382027104526,W890
359058011143505,Z310
359058011154056,Z310
359058011132458,Z310
359058011966400,Z310
351829028245329,K850
351829028257936,K850
351829028258496,K850
355865024798651,W350
355865024800846,W350
352571023363181,K660
354526022063602,W380
354526022064428,W380
357033018880377,P1
357033018863860,P1
357033018883355,P1
354387024852066,C702
354432027926093,W910
351596028322164,W880
354805023986874,W890
354805023980661,W890
354805023989761,W890
359058011163065,Z310
354640011579153,Z310
357966015119051,T650
351829028258363,K850
351829025613867,K850
353797028737363,C902
357149021225416,C902
354432027881314,W910
354526022041376,W380
354526022060152,W380
354526022058719,W380
354432027861910,W910
354432027873824,W910
354805023984481,W890
351829025610392,K850
354432027904173,W910
354799026371657,W760
355865023618694,W350
353797028749244,C902
357149021232081,C902
357154014433837,W610
354387024852306,C702
354387024830534,C702
354387024831144,C702
357033018875419,P1
357033018650580,P1
351829028257191,K850
353886022477850,G900
353886022478205,G900
353797027815343,C902
351596029756238,W880
354387024753413,C702
354387024753652,C702
357033017695347,P1
353153024191876,K810
359451015545926,K810
354526020791543,W380
354432027487641,W910
357033018437053,P1
351829027304804,K850
354387024753140,C702
354387024753124,C702
359285016603031,W580
355865021049082,W350
352571026514160,K660
353797027813637,C902
352571026512339,K660
351596026729543,W880
353411023368071,T280
359443012362470,T250
359443016852237,T250
359443012297635,T250
351596028326421,W880
353887021008092,G700
351596026762619,W880
351596026723066,W880
351596022555470,W880
357033017847351,P1
355865024780675,W350
353797028737702,C902
351829028258389,K850
351829028258330,K850
355865023676809,W350
355865023671768,W350
351829029498133,K850
352382027105887,W890
354805023984903,W890
354805023989647,W890
354526022056861,W380
354526022039115,W380
359058012826447,Z310
359058012783853,Z310
354799026413533,W760
354799026422344,W760
357033018871228,P1
357033018723486,P1
351829028263108,K850
351829028248125,K850
351829028249396,K850
355865020288418,K850
355865020288301,W350
355865020278187,W350
352571023358389,K660
352571023358652,K660
352571023349503,K660
354526022026625,W380
354526022021840,W380
355865020288418/1,W350
355025020012199,W380
357392020145843,W910
352704022629753,W380
354387024751276,C702
357392020146635,W910
352704022628409,W380
354526021171232,W380
351829024487933,K850
351829024518240,K850
355754022626397,T303
355876020220004,R 306
355025020013916,W380
352704022630181,W380
354432023350132,W910
354388022059332,W350
355754022626314,T303
355754022592979,T303
355754022632031,T303
357033018446005,P1
352382026316717,W890
355754022636750,T303
355754022608536,T303
355754022628252,T303
355754022623865,T303
355754022626256,T303
355754022593852,T303
355754022607587,T303
357033018448019,P1
357033017869108,P1
354805023873569,W890
353886021000711,G900
353797027893548,C902
353797027967482,C902
353797027894439,C902
353797027966955,C902
354805023873767,W890
354432023353516,W910
353797027944309,C902
354432023364083,W910
354432020373632,W910
354526021175522,W380
354432023359521,W910
353887021230621,G700
357033018454124,P1
357033018138388,P1
359235010504651,W580
359717012774549,W300
353797027886724,C902
354805021917962,W890
354432023353508,W910
357033018454652,P1
357804014596153,K530
351558022402822,W910
357033018136358,P1
352704022633334,W380
354414020194713,K850
354414020199670,K850
353887021231249,G700
359122012463187,J120
352571022944411,K660
358372019826024,J110
352704022662978,W380
358372012969482,J110
357033017863077,P1
357033018455063,P1
354432023341214,W910
357033018141259,P1
357033018447706,P1
352704022640669,W380
359122012468731,J120
355754022600103,T303
355025020026314,W380
352382026754826,W890
354805020284448,W890
354805021735042,W890
351829026877016,K850
351829026865987,K850
353797027940133,C902
353797027938129,C902
351829027049300,K850
353797027904998,C902
,
,
,
,
,
,
,
,
,
,
,
,
,












Signature                                             Date
